SK_ID_CURR,avg_income
135314,13.331358317286329
208818,13.331358317286329
258026,13.331358317286329
413182,13.331358317286329
456205,13.331358317286329
228992,13.33123227229751
443124,13.331138907175774
223715,13.330963384287237
420811,13.330963384287237
446661,13.330864654693576
388018,13.33081977808898
149721,13.330700108620519
299175,13.330700108620519
317999,13.330700108620519
356911,13.330700108620519
384402,13.330700108620519
415725,13.330700108620519
455570,13.330700108620519
250393,13.330512060939483
299728,13.330512060939483
335217,13.330512060939483
372780,13.330512060939483
350238,13.330371028660299
432975,13.330371028660299
167385,13.33021515434986
140666,13.33017358848273
156761,13.33017358848273
156977,13.33017358848273
166824,13.330041964946927
235175,13.330041964946927
100588,13.329383886255924
146120,13.329383886255924
267830,13.329383886255924
272427,13.329383886255924
297216,13.329383886255924
319749,13.329383886255924
357795,13.329383886255924
361653,13.329383886255924
365211,13.329383886255924
377797,13.329383886255924
402005,13.329383886255924
403412,13.329383886255924
170971,13.329176085431444
288120,13.328819870520036
262350,13.32850654906865
133644,13.328255902513328
248436,13.328255902513328
270191,13.32821412900395
187674,13.328067923783196
376027,13.328067923783196
451103,13.32794830371567
195382,13.327804762468903
202563,13.327804762468903
213602,13.327804762468903
234534,13.327804762468903
336535,13.327804762468903
415568,13.327804762468903
261383,13.327629327366065
295941,13.32741003998223
436169,13.327364143536057
138196,13.327169274537695
158000,13.327128109663226
208079,13.327128109663226
288400,13.327128109663226
277504,13.327015340875437
297077,13.327015340875437
241353,13.32675222112537
260208,13.32675222112537
304608,13.32675222112537
397986,13.326564284807716
354395,13.326513030368297
389636,13.326423336047975
155724,13.326396670401794
211892,13.326396670401794
272546,13.326226012793176
339283,13.326226012793176
383030,13.326226012793176
322215,13.326131164209457
394957,13.326094467203001
409823,13.326094467203001
106447,13.326000507657163
111181,13.326000507657163
161648,13.326000507657163
176324,13.326000507657163
260452,13.326000507657163
110396,13.325930038867297
190773,13.325875230323769
325504,13.325875230323769
422238,13.325875230323769
213894,13.32584499132033
357116,13.32584499132033
132613,13.325795509610725
335704,13.325499412455935
117276,13.325436778205507
194218,13.325436778205507
201889,13.325436778205507
207468,13.325436778205507
211426,13.325436778205507
287124,13.325436778205507
313500,13.325436778205507
399226,13.325436778205507
443065,13.325436778205507
447035,13.325436778205507
160806,13.325078066113923
195111,13.324998354938474
206741,13.324998354938474
226969,13.3248730964467
247952,13.3248730964467
290648,13.3248730964467
190579,13.324779154123279
421522,13.324766746745627
262989,13.324647637095818
267057,13.324647637095818
452689,13.324647637095818
164462,13.324450366422385
369584,13.324450366422385
175899,13.32436069986541
427855,13.32436069986541
289870,13.324285978656468
147733,13.324121594946703
206385,13.324121594946703
146215,13.323919282102674
124814,13.323858589447504
224051,13.323858589447504
313757,13.32374587598342
340259,13.32374587598342
361588,13.32374587598342
397035,13.323677257201778
363442,13.323464100666174
149531,13.323312380431812
117559,13.323244950325678
123139,13.323244950325678
379783,13.323244950325678
292635,13.32306963524396
396056,13.322926199063359
270073,13.322806671272081
289233,13.322806671272081
304016,13.322806671272081
415586,13.322806671272081
432278,13.322806671272081
290523,13.322705534046914
121164,13.322618846218914
134577,13.322618846218914
160049,13.322477980904448
151958,13.322368421052632
301431,13.322303974922722
123648,13.32228077446859
374326,13.322231473771856
337565,13.322177886471875
250342,13.322149306754824
272533,13.322098742940426
243912,13.32205540283358
340414,13.321970036781197
340834,13.321763985300123
133694,13.321492007104796
136287,13.321492007104796
155929,13.321492007104796
157329,13.321492007104796
172295,13.321492007104796
181728,13.321492007104796
188971,13.321492007104796
207663,13.321492007104796
333130,13.321492007104796
335804,13.321492007104796
336342,13.321492007104796
366961,13.321492007104796
368775,13.321492007104796
374327,13.321492007104796
384538,13.321492007104796
399607,13.321492007104796
443619,13.321492007104796
443718,13.321492007104796
267916,13.32099907493062
428848,13.320907795197895
313843,13.320834772312399
233962,13.320645792563601
233837,13.320365358592692
194274,13.319914752545584
423119,13.319914752545584
171285,13.319672131147541
228121,13.319520497262099
110093,13.319478556584167
270642,13.31923890063425
314546,13.31923890063425
342012,13.31923890063425
158510,13.319126265316996
315417,13.319126265316996
324013,13.319126265316996
411862,13.318934485241181
180898,13.318863456985003
221237,13.318863456985003
293006,13.318863456985003
308081,13.318863456985003
424577,13.318863456985003
211012,13.318534961154272
243264,13.318534961154272
381901,13.318534961154272
236883,13.318337871433645
244154,13.318337871433645
